id,brand,model_id,year,transmission,fuelType,mileage,tax,mpg,engineSize,price
3269,0,80,2016,Manual,Petrol,18759,160,46.3,2.0,18272
10154,0,8,2017,Automatic,Petrol,3000,20,64.2,1.0,14695
48502,3,53,2016,Manual,Petrol,15491,20,60.1,1.2,10991
33541,2,32,2015,Manual,Diesel,24500,0,76.4,1.5,7490
22415,2,44,2017,Manual,Diesel,9374,145,64.2,1.5,13500
44558,3,37,2011,Manual,Diesel,58032,30,62.8,1.6,6199
11952,1,1,2020,Semi-Auto,Petrol,1500,145,47.9,2.0,29991
17745,1,2,2017,Semi-Auto,Diesel,43703,160,51.4,3.0,21472
4367,0,57,2020,Semi-Auto,Petrol,5000,145,32.1,2.0,39495
14441,1,2,2018,Semi-Auto,Diesel,6900,150,51.4,3.0,24980
24395,2,44,2017,Manual,Diesel,38719,125,60.1,2.0,14798
39297,2,33,2019,Manual,Petrol,4591,145,58.9,1.0,16500
43092,3,37,2018,Manual,Diesel,32750,145,61.4,1.6,15189
43617,3,37,2019,Semi-Auto,Petrol,6400,145,32.8,2.0,28995
11415,1,89,2014,Semi-Auto,Diesel,68647,160,52.3,2.0,9998
5927,0,8,2016,Manual,Petrol,21072,30,70.6,1.4,14895
11133,1,1,2019,Manual,Petrol,1612,145,42.8,1.5,20500
49324,3,53,2016,Manual,Petrol,27516,20,60.1,1.2,10000
9297,0,11,2016,Manual,Diesel,40164,30,67.3,2.0,17490
26369,2,28,2017,Manual,Petrol,9862,125,52.3,1.0,11590
48608,3,53,2017,Manual,Petrol,12982,20,60.1,1.2,11495
36697,2,33,2016,Manual,Diesel,19942,0,74.3,1.5,11489
52074,3,88,2018,Semi-Auto,Petrol,16515,145,67.3,1.0,10495
47073,3,53,2017,Manual,Petrol,14571,145,60.1,1.0,9842
18555,1,91,2016,Automatic,Diesel,27702,145,54.3,2.0,21950
31004,2,40,2018,Manual,Diesel,18232,145,64.2,1.5,14900
3151,0,57,2014,Semi-Auto,Diesel,12318,200,47.1,2.0,21572
12469,1,2,2018,Semi-Auto,Diesel,7856,145,64.2,2.0,20732
10534,0,56,2017,Semi-Auto,Petrol,30000,145,47.9,1.4,18950
37743,2,32,2019,Manual,Petrol,13194,145,40.3,1.5,15995
35422,2,32,2018,Manual,Petrol,19941,145,65.7,1.0,13300
27440,2,28,2015,Manual,Diesel,28761,30,61.4,1.5,7995
18955,1,93,2016,Automatic,Hybrid,44316,0,85.6,2.0,30850
563,0,55,2018,Manual,Diesel,8211,150,49.6,1.6,18998
38675,2,50,2015,Manual,Diesel,72450,20,68.9,2.0,8999
6332,0,13,2019,Automatic,Diesel,8012,145,45.6,2.0,32900
40862,3,37,2016,Manual,Diesel,27766,20,67.3,2.0,15998
27890,2,28,2017,Manual,Diesel,19190,150,64.2,1.5,10000
20456,1,91,2019,Automatic,Petrol,2682,145,30.4,2.0,30900
14151,1,1,2019,Automatic,Petrol,7561,145,47.9,2.0,23490
17950,1,4,2019,Automatic,Hybrid,9029,135,156.9,2.0,26875
42703,3,37,2019,Semi-Auto,Diesel,3296,145,52.3,2.0,20390
54001,3,38,2019,Semi-Auto,Petrol,2871,145,42.8,1.5,22390
35301,2,40,2019,Manual,Diesel,11,145,46.3,1.5,18490
16809,1,97,2019,Semi-Auto,Petrol,434,145,38.7,2.0,33500
24095,2,33,2014,Manual,Petrol,50039,30,56.5,1.0,7470
21465,2,44,2018,Manual,Diesel,12810,145,64.2,1.5,14399
15224,1,1,2015,Semi-Auto,Diesel,51719,20,68.9,2.0,10998
16266,1,2,2013,Semi-Auto,Petrol,27604,200,43.5,2.0,14671
34103,2,44,2018,Manual,Diesel,11681,150,64.2,1.5,16000
42447,3,37,2019,Manual,Petrol,3816,145,47.9,1.5,17990
44447,3,37,2016,Automatic,Petrol,15139,200,40.4,2.0,21490
10712,1,0,2018,Automatic,Petrol,14037,145,54.3,1.5,17500
39150,2,39,2019,Automatic,Diesel,7000,145,51.4,1.5,16995
13731,1,97,2020,Semi-Auto,Petrol,603,145,38.7,2.0,33993
40955,3,37,2016,Manual,Petrol,33552,20,60.1,1.4,13650
3938,0,56,2019,Automatic,Petrol,3300,145,31.7,2.0,32990
24910,2,32,2017,Manual,Petrol,7471,0,65.7,1.0,9790
11696,1,4,2016,Semi-Auto,Diesel,43000,30,62.8,2.0,16250
37504,2,39,2015,Manual,Diesel,58199,30,64.2,1.5,9499
29311,2,20,2017,Manual,Petrol,12928,30,55.4,1.0,12500
39029,2,44,2017,Manual,Diesel,25730,125,60.1,2.0,13700
5718,0,10,2016,Semi-Auto,Hybrid,18486,0,176.6,1.4,18900
6307,0,57,2020,Semi-Auto,Diesel,2000,145,38.2,2.0,38750
52030,3,88,2019,Manual,Petrol,3500,145,54.3,1.0,10500
28008,2,33,2017,Manual,Diesel,21069,0,74.3,1.5,11799
35446,2,32,2013,Manual,Petrol,44000,30,54.3,1.2,6850
10248,0,10,2018,Semi-Auto,Diesel,32265,150,62.8,2.0,20000
20339,1,1,2016,Manual,Petrol,11656,125,52.3,1.5,12299
395,0,57,2018,Semi-Auto,Petrol,10252,150,40.4,2.0,33995
52838,3,27,2019,Automatic,Diesel,5000,145,32.8,2.0,44090
262,0,15,2014,Semi-Auto,Diesel,24786,205,47.9,3.0,18998
19238,1,0,2017,Manual,Diesel,81980,30,65.7,2.0,10500
52234,3,88,2017,Manual,Petrol,15809,20,64.2,1.0,8000
32417,2,32,2018,Manual,Petrol,9907,145,55.4,1.1,9799
21768,2,50,2017,Semi-Auto,Diesel,14569,145,53.3,2.0,17498
34403,2,33,2017,Semi-Auto,Diesel,30120,30,61.4,2.0,16700
54295,3,82,2019,Semi-Auto,Diesel,1385,145,38.7,2.0,28490
45871,3,52,2019,Manual,Petrol,6526,145,45.6,1.5,21000
39988,3,79,2018,Manual,Petrol,18297,150,53.3,1.5,19990
16626,1,94,2018,Semi-Auto,Diesel,17500,145,40.9,3.0,36555
31952,2,32,2016,Manual,Diesel,47312,0,88.3,1.5,7010
48220,3,53,2019,Manual,Petrol,17872,150,51.4,1.0,14990
46170,3,78,2020,Automatic,Petrol,565,145,45.6,1.0,21999
14076,1,89,2019,Semi-Auto,Petrol,4884,145,44.8,2.0,27890
24126,2,32,2019,Manual,Petrol,5492,150,48.7,1.1,11498
21580,2,33,2018,Manual,Petrol,17030,145,57.7,1.0,14495
18521,1,2,2019,Automatic,Petrol,6504,150,42.2,2.0,26750
33823,2,43,2016,Manual,Petrol,23493,30,57.7,1.2,6991
48089,3,53,2016,Semi-Auto,Petrol,22810,20,60.1,1.2,11290
31856,2,44,2018,Automatic,Petrol,2833,145,38.2,1.5,20295
52547,3,74,2018,Semi-Auto,Petrol,23480,150,44.1,2.0,18500
45704,3,52,2016,Manual,Diesel,117000,20,67.3,2.0,8793
40872,3,37,2015,Manual,Petrol,39622,30,53.3,1.4,9727
42033,3,37,2016,Manual,Diesel,28584,20,67.3,2.0,15990
49154,3,53,2017,Manual,Petrol,14517,150,58.9,1.0,9690
45945,3,78,2019,Manual,Petrol,2329,145,48.7,1.0,17995
13080,1,1,2019,Manual,Diesel,2455,145,51.4,2.0,21300
17062,1,5,2019,Automatic,Petrol,35,145,29.1,3.0,39146
29422,2,20,2017,Semi-Auto,Diesel,22020,145,64.2,1.5,10908
31550,2,32,2019,Manual,Petrol,3239,145,60.1,1.0,11995
35940,2,36,2013,Manual,Diesel,99900,150,52.3,1.6,6470
46307,3,53,2013,Manual,Petrol,27790,125,51.4,1.2,6995
50819,3,81,2017,Semi-Auto,Diesel,25492,160,49.6,2.0,24300
1021,0,8,2017,Manual,Petrol,36009,150,58.9,1.4,12991
25320,2,44,2018,Manual,Diesel,35831,145,64.2,1.5,15737
15125,1,3,2019,Semi-Auto,Diesel,10000,145,65.7,2.0,28995
12743,1,1,2017,Semi-Auto,Petrol,25435,200,39.8,3.0,21000
41654,3,37,2017,Manual,Petrol,33563,30,54.3,1.4,13041
19156,1,92,2016,Automatic,Diesel,30241,200,47.9,3.0,23700
2561,0,56,2015,Manual,Diesel,34985,160,51.4,2.0,15488
6347,0,10,2017,Semi-Auto,Petrol,16583,145,48.7,2.0,21495
20549,1,48,2014,Automatic,Petrol,55241,555,28.5,4.4,23490
19333,1,1,2016,Manual,Petrol,14395,145,47.1,1.5,15000
53415,3,17,2018,Automatic,Diesel,13769,145,55.4,2.0,22950
7859,0,12,2015,Manual,Diesel,33430,30,60.1,2.0,13500
41020,3,37,2016,Manual,Diesel,20932,20,67.3,2.0,16995
19567,1,2,2017,Automatic,Diesel,40244,30,64.2,2.0,15350
7857,0,8,2017,Manual,Petrol,27153,0,67.3,1.0,11000
12113,1,3,2019,Semi-Auto,Diesel,4000,150,65.7,2.0,24132
45489,3,52,2019,Automatic,Diesel,25,145,48.7,2.0,31990
51117,3,81,2020,Automatic,Diesel,50,145,39.8,2.0,36100
50193,3,81,2019,Manual,Diesel,4000,145,42.8,2.0,31995
22242,2,44,2017,Semi-Auto,Diesel,24956,145,54.3,2.0,16498
25994,2,44,2017,Manual,Diesel,24425,145,64.2,1.5,13950
15181,1,1,2017,Manual,Diesel,16134,20,74.3,1.5,15498
28910,2,32,2018,Manual,Petrol,34742,145,65.7,1.0,11529
21094,1,2,2016,Manual,Petrol,33301,145,49.6,1.5,12950
36628,2,28,2019,Manual,Petrol,9316,145,53.3,1.0,14695
33433,2,44,2018,Automatic,Petrol,18129,150,38.2,1.5,16990
48476,3,53,2016,Manual,Petrol,37541,20,60.1,1.2,9290
31188,2,43,2019,Manual,Petrol,5870,145,43.5,1.2,11150
36858,2,32,2016,Manual,Petrol,32560,20,62.8,1.0,8000
2600,0,10,2018,Manual,Petrol,6350,150,55.4,1.5,17650
6392,0,10,2017,Semi-Auto,Petrol,21055,30,56.5,1.4,18450
38416,2,32,2008,Manual,Petrol,78500,145,47.1,1.2,2695
2369,0,56,2019,Manual,Diesel,5000,145,42.8,2.0,28000
32718,2,18,2017,Semi-Auto,Petrol,11051,145,44.1,1.6,11299
8377,0,56,2016,Automatic,Diesel,36483,160,50.4,2.0,18625
6062,0,56,2020,Semi-Auto,Petrol,2183,145,39.8,1.5,36900
38514,2,32,2018,Automatic,Petrol,37289,145,54.3,1.0,11250
6102,0,12,2014,Semi-Auto,Diesel,39018,145,53.3,2.0,14745
49292,3,53,2016,Manual,Petrol,54869,20,60.1,1.0,7250
51252,3,81,2015,Automatic,Diesel,40417,205,47.7,2.0,12000
18998,1,2,2018,Manual,Diesel,13503,145,64.2,2.0,18199
36633,2,32,2016,Manual,Petrol,36421,0,65.7,1.0,7500
44457,3,37,2015,Manual,Diesel,45201,0,68.9,1.6,9290
50769,3,81,2017,Semi-Auto,Diesel,29827,125,57.6,2.0,19891
3015,0,11,2017,Manual,Petrol,17503,145,51.4,1.4,18772
35389,2,32,2018,Manual,Petrol,23439,145,65.7,1.0,10500
12774,1,2,2017,Semi-Auto,Diesel,27225,30,62.8,2.0,19702
44690,3,37,2019,Automatic,Petrol,8067,145,32.8,2.0,28000
4615,0,56,2016,Semi-Auto,Petrol,10633,145,47.9,1.4,20700
53404,3,17,2019,Automatic,Diesel,8695,145,37.7,2.0,31495
45587,3,52,2016,Semi-Auto,Diesel,30001,125,60.1,2.0,15691
54468,3,21,2016,Semi-Auto,Petrol,13841,200,39.2,1.8,14302
35052,2,33,2007,Manual,Diesel,44000,195,47.9,2.0,3495
12974,1,4,2019,Semi-Auto,Petrol,5471,145,48.7,2.0,28990
8805,0,8,2017,Manual,Petrol,16340,145,55.4,1.4,14300
52360,3,88,2014,Manual,Petrol,80324,20,62.8,1.0,3495
39488,3,79,2018,Manual,Petrol,10398,145,53.3,1.5,18495
7332,0,56,2019,Manual,Petrol,10200,150,40.9,1.5,25490
18164,1,0,2016,Manual,Petrol,44000,125,53.3,1.5,10850
2706,0,11,2019,Semi-Auto,Petrol,18668,150,40.9,2.0,17998
33843,2,44,2016,Manual,Diesel,43100,125,60.1,2.0,18500
25333,2,33,2017,Manual,Petrol,8915,145,61.4,1.0,10997
48018,3,53,2017,Manual,Petrol,41777,145,60.1,1.2,11250
28278,2,33,2014,Manual,Diesel,77000,20,67.3,1.6,5777
23514,2,32,2018,Manual,Petrol,16504,145,40.3,1.5,14995
48829,3,53,2019,Manual,Petrol,1595,145,48.7,1.0,13000
7034,0,12,2020,Semi-Auto,Diesel,1500,145,51.4,2.0,28888
52735,3,19,2016,Manual,Petrol,11500,125,51.4,1.2,11990
51538,3,88,2020,Manual,Petrol,4242,145,54.3,1.0,10791
13358,1,2,2019,Semi-Auto,Petrol,2552,145,47.9,2.0,23775
4509,0,56,2019,Manual,Petrol,6000,145,40.9,1.5,24990
44603,3,37,2019,Automatic,Petrol,6335,150,37.7,2.0,24780
5942,0,10,2019,Semi-Auto,Diesel,2867,145,51.4,2.0,25900
10440,0,56,2019,Automatic,Petrol,14061,145,31.7,2.0,29000
48801,3,53,2015,Manual,Petrol,26200,20,60.1,1.2,8799
52644,3,74,2011,Manual,Diesel,80000,30,62.8,2.0,6975
44283,3,37,2020,Manual,Diesel,5282,145,62.8,2.0,23000
51614,3,88,2016,Manual,Petrol,30074,20,62.8,1.0,6795
1869,0,11,2019,Semi-Auto,Diesel,3076,145,44.1,2.0,32000
1049,0,56,2018,Semi-Auto,Petrol,20555,145,47.9,1.4,19991
53410,3,17,2019,Semi-Auto,Diesel,7885,145,50.4,2.0,25750
11934,1,0,2017,Semi-Auto,Diesel,30500,150,67.3,2.0,16741
45069,3,52,2017,Manual,Diesel,44231,145,68.9,2.0,12498
38570,2,28,2017,Manual,Diesel,15191,30,64.2,1.5,10300
9767,0,10,2013,Manual,Diesel,75000,20,68.9,1.6,6475
26455,2,54,2020,Manual,Petrol,680,145,50.4,1.0,21795
43093,3,37,2016,Semi-Auto,Diesel,40684,30,62.8,2.0,13912
27096,2,33,2017,Manual,Petrol,9654,150,60.1,1.0,11800
37217,2,28,2019,Manual,Petrol,5529,145,51.4,1.0,16489
13233,1,1,2019,Semi-Auto,Petrol,10,145,50.4,2.0,24990
8861,0,56,2017,Automatic,Diesel,25986,165,51.4,2.0,21500
36061,2,33,2017,Manual,Petrol,52492,145,50.4,1.5,12499
53457,3,17,2019,Semi-Auto,Diesel,7299,145,50.4,2.0,29995
7685,0,12,2016,Automatic,Diesel,48000,160,52.3,2.0,16750
13554,1,4,2019,Semi-Auto,Petrol,8601,145,50.4,2.0,26480
51814,3,88,2019,Manual,Petrol,10,145,54.3,1.0,9790
10929,1,3,2017,Semi-Auto,Diesel,14774,125,58.9,2.0,20800
495,0,56,2017,Manual,Diesel,14068,145,54.3,2.0,22995
20016,1,1,2015,Automatic,Petrol,38902,260,37.2,3.0,17799
45596,3,52,2016,Semi-Auto,Diesel,56575,30,61.4,2.0,12990
17775,1,93,2019,Semi-Auto,Diesel,3677,145,33.6,3.0,56995
3127,0,58,2019,Automatic,Diesel,10210,145,33.2,3.0,43244
30725,2,33,2017,Manual,Diesel,22040,145,74.3,1.5,10680
28299,2,32,2017,Manual,Petrol,14380,0,65.7,1.0,10190
23455,2,28,2018,Manual,Petrol,5338,145,54.3,1.0,13750
12156,1,2,2019,Automatic,Diesel,5621,145,52.3,2.0,33990
48582,3,53,2017,Manual,Petrol,32351,20,60.1,1.2,10295
37564,2,20,2017,Manual,Diesel,21522,30,64.2,2.0,12995
32899,2,28,2018,Manual,Petrol,11625,145,54.3,1.0,13999
27167,2,32,2017,Manual,Petrol,38000,145,62.8,1.0,9395
10631,0,56,2017,Automatic,Petrol,10000,145,42.2,2.0,23995
21889,2,33,2019,Manual,Petrol,12699,145,60.1,1.0,15998
30873,2,33,2018,Manual,Petrol,13520,150,57.7,1.0,13995
9756,0,56,2015,Manual,Diesel,89330,30,61.4,2.0,10999
31497,2,32,2015,Manual,Petrol,12734,125,54.3,1.2,8495
26058,2,33,2013,Manual,Petrol,69420,30,56.5,1.0,5297
13591,1,89,2019,Manual,Petrol,4957,145,51.4,1.5,24550
1689,0,8,2015,Manual,Petrol,52539,30,55.4,1.4,11250
16867,1,91,2020,Semi-Auto,Hybrid,2000,135,5.5,2.0,53995
30798,2,44,2017,Automatic,Petrol,11560,145,38.2,1.5,15999
36561,2,18,2017,Automatic,Petrol,25000,150,44.1,1.6,9400
29017,2,32,2019,Manual,Petrol,8500,145,58.9,1.0,14690
50126,3,81,2017,Manual,Diesel,30629,145,50.4,2.0,22712
33765,2,32,2016,Semi-Auto,Petrol,6994,0,57.7,1.0,11000
45073,3,52,2020,Semi-Auto,Diesel,10,145,49.6,1.6,20998
54505,3,21,2016,Automatic,Diesel,35034,125,58.9,2.0,12700
7128,0,57,2014,Semi-Auto,Diesel,38628,200,47.1,2.0,19950
53496,3,17,2019,Automatic,Petrol,80,145,40.4,1.5,25000
41336,3,37,2017,Semi-Auto,Petrol,23658,145,39.8,2.0,23490
22615,2,32,2018,Manual,Petrol,20860,145,65.7,1.0,9880
51487,3,75,2017,Semi-Auto,Petrol,29000,145,42.8,1.4,19700
34622,2,33,2018,Manual,Petrol,13746,145,41.5,2.0,19093
38289,2,35,2007,Manual,Petrol,62233,200,42.8,1.6,2299
43834,3,37,2016,Manual,Petrol,64000,145,47.1,2.0,16750
52239,3,88,2016,Manual,Petrol,47643,20,64.2,1.0,6600
29747,2,32,2017,Manual,Petrol,11825,145,65.7,1.0,10499
5710,0,11,2015,Automatic,Diesel,54549,0,72.4,2.0,12450
24158,2,32,2017,Manual,Petrol,16756,125,54.3,1.2,8000
37052,2,29,2016,Manual,Diesel,11644,160,48.7,2.0,20000
43812,3,37,2016,Automatic,Petrol,42666,200,39.8,2.0,20400
22024,2,44,2017,Manual,Diesel,24896,125,60.1,2.0,15998
53231,3,83,2016,Automatic,Diesel,33308,235,42.8,3.0,24300
27150,2,33,2019,Manual,Diesel,15305,145,62.8,2.0,16798
40285,3,37,2017,Manual,Diesel,17200,150,61.4,1.6,12995
37451,2,32,2017,Manual,Diesel,26740,145,85.6,1.5,8999
51983,3,88,2016,Manual,Petrol,31912,20,62.8,1.0,6390
43148,3,37,2016,Manual,Petrol,24722,200,39.8,2.0,19872
14994,1,0,2017,Semi-Auto,Petrol,16166,145,39.8,3.0,21800
34979,2,32,2015,Manual,Diesel,32137,0,88.3,1.5,7240
23028,2,32,2016,Manual,Petrol,23039,125,54.3,1.2,7698
368,0,80,2019,Semi-Auto,Petrol,12320,150,40.9,2.0,24995
19193,1,91,2019,Automatic,Petrol,3771,145,24.8,3.0,56000
21736,2,36,2016,Semi-Auto,Diesel,47937,165,51.4,2.0,17489
50075,3,81,2019,Manual,Diesel,7500,145,47.9,2.0,26000
47446,3,53,2016,Manual,Petrol,42609,20,60.1,1.2,8995
30867,2,32,2018,Manual,Petrol,11981,150,65.7,1.0,11995
45486,3,52,2015,Manual,Diesel,74178,20,70.6,1.6,7520
11778,1,89,2016,Manual,Diesel,25000,125,58.9,2.0,17495
33875,2,33,2017,Manual,Petrol,67587,145,60.1,1.0,8841
6669,0,11,2018,Manual,Petrol,16001,145,52.3,1.4,18750
26995,2,33,2018,Manual,Petrol,10103,145,58.9,1.0,14791
34513,2,33,2017,Semi-Auto,Petrol,7560,125,51.4,1.0,11900
7215,0,13,2014,Semi-Auto,Diesel,64330,200,47.9,3.0,17490
39293,2,32,2020,Manual,Petrol,525,145,58.9,1.0,14000
45169,3,52,2017,Semi-Auto,Diesel,28253,145,62.8,2.0,15698
52759,3,25,2018,Manual,Diesel,52890,145,58.9,2.0,13498
36129,2,29,2017,Manual,Diesel,65853,160,48.7,2.0,16999
4934,0,55,2018,Semi-Auto,Petrol,39430,145,44.1,2.0,23500
35138,2,20,2016,Automatic,Diesel,13900,20,64.2,1.5,9500
35357,2,36,2016,Manual,Diesel,34787,125,56.5,2.0,15475
10134,0,10,2019,Automatic,Petrol,11547,150,42.2,1.5,22000
17642,1,1,2015,Semi-Auto,Petrol,29538,200,43.5,2.0,16922
43199,3,37,2019,Manual,Petrol,5737,145,37.2,2.0,24866
11760,1,4,2016,Manual,Diesel,69850,30,65.7,2.0,11995
51754,3,88,2017,Manual,Petrol,16562,20,64.2,1.0,8000
35379,2,32,2016,Manual,Petrol,30552,125,54.3,1.2,8300
419,0,10,2019,Manual,Diesel,3325,145,49.6,1.6,20995
33466,2,32,2017,Manual,Petrol,11197,125,54.3,1.2,9690
4303,0,8,2017,Manual,Petrol,23485,145,67.3,1.0,12500
41739,3,37,2017,Manual,Petrol,22534,150,47.1,2.0,16291
5190,0,8,2018,Semi-Auto,Petrol,4712,145,56.5,1.4,17490
50713,3,81,2017,Semi-Auto,Diesel,25904,160,49.6,2.0,24490
8261,0,10,2012,Manual,Diesel,104822,20,68.9,1.6,4895
16836,1,5,2016,Automatic,Diesel,47148,200,49.6,3.0,20610
29645,2,32,2015,Manual,Petrol,13437,0,65.7,1.0,9250
33848,2,33,2018,Manual,Petrol,7356,145,41.5,2.0,17500
20103,1,3,2016,Automatic,Diesel,60464,30,65.7,2.0,15689
25393,2,33,2018,Manual,Petrol,10561,145,60.1,1.0,16750
20127,1,2,2016,Automatic,Diesel,43527,125,60.1,2.0,15999
29761,2,33,2018,Manual,Petrol,16392,145,57.7,1.0,13499
37955,2,44,2013,Manual,Diesel,69157,150,53.3,2.0,7999
46075,3,78,2019,Automatic,Petrol,6242,145,45.6,1.0,22950
36448,2,32,2019,Manual,Petrol,442,150,56.5,1.0,14799
52868,3,27,2019,Automatic,Diesel,5000,145,32.8,2.0,40996
1120,0,10,2017,Semi-Auto,Petrol,53283,30,56.5,1.4,16998
27631,2,33,2018,Manual,Diesel,20298,150,67.3,2.0,18999
15595,1,93,2019,Semi-Auto,Diesel,7153,150,33.6,3.0,54990
37963,2,33,2016,Manual,Diesel,28883,0,67.3,1.5,8999
31569,2,28,2018,Manual,Petrol,11494,145,54.3,1.0,14799
10200,0,68,2016,Semi-Auto,Petrol,42000,160,43.5,2.0,20950
42250,3,37,2017,Semi-Auto,Hybrid,40874,135,156.9,1.4,19990
29977,2,32,2017,Manual,Petrol,21103,125,54.3,1.2,7510
39034,2,33,2018,Automatic,Diesel,5300,150,67.3,1.5,17495
4671,0,57,2020,Semi-Auto,Diesel,6000,145,38.2,2.0,34990
46925,3,53,2017,Manual,Petrol,24181,145,58.9,1.0,8999
12015,1,93,2019,Automatic,Diesel,11436,145,37.7,3.0,44036
47936,3,53,2017,Manual,Petrol,19072,145,60.1,1.2,10955
3105,0,12,2014,Manual,Diesel,76101,30,64.2,2.0,9980
9501,0,56,2019,Automatic,Petrol,6675,145,38.2,1.5,35990
53348,3,17,2018,Semi-Auto,Petrol,20656,145,47.1,2.0,20498
17870,1,2,2020,Semi-Auto,Petrol,2000,145,40.4,2.0,33875
32748,2,36,2016,Manual,Diesel,39886,125,56.5,2.0,15899
8075,0,57,2016,Automatic,Diesel,46113,200,47.1,2.0,19899
48711,3,53,2019,Manual,Petrol,1250,150,48.7,1.0,12250
29653,2,32,2019,Manual,Petrol,9832,145,58.9,1.0,13998
5596,0,58,2019,Semi-Auto,Diesel,13856,145,32.8,3.0,56950
43644,3,37,2019,Semi-Auto,Petrol,4565,145,43.5,1.5,24999
34567,2,32,2013,Manual,Diesel,15546,0,76.4,1.5,7499
24165,2,33,2017,Manual,Diesel,47311,0,74.3,1.5,9999
4634,0,10,2019,Manual,Petrol,8624,145,48.7,1.0,17420
9038,0,13,2015,Automatic,Diesel,87393,30,64.2,2.0,12499
46188,3,78,2019,Manual,Diesel,2700,145,52.3,1.6,20500
45641,3,52,2015,Manual,Diesel,96000,20,67.3,2.0,8490
3213,0,10,2014,Automatic,Petrol,18258,20,60.1,1.4,13950
50502,3,81,2018,Semi-Auto,Diesel,45547,145,49.6,2.0,22980
8509,0,11,2016,Automatic,Diesel,119880,30,64.2,2.0,11295
40979,3,37,2017,Semi-Auto,Petrol,23751,200,39.8,2.0,21995
41385,3,37,2015,Manual,Diesel,37021,20,68.9,2.0,10750
48071,3,53,2017,Manual,Petrol,38920,20,60.1,1.2,9682
5634,0,57,2017,Semi-Auto,Diesel,26396,200,47.1,2.0,25350
14652,1,0,2019,Manual,Petrol,100,145,44.1,1.5,22480
40569,3,37,2019,Semi-Auto,Diesel,7324,145,52.3,2.0,18798
4573,0,8,2020,Semi-Auto,Petrol,2999,145,44.1,1.0,22250
5151,0,55,2019,Manual,Diesel,2044,145,49.6,1.6,22490
29526,2,32,2018,Manual,Petrol,3638,145,61.4,1.0,12500
26847,2,28,2015,Manual,Petrol,11439,125,53.3,1.0,9295
11361,1,2,2017,Manual,Petrol,20829,145,48.7,2.0,14050
5426,0,55,2019,Semi-Auto,Petrol,6005,145,33.2,2.0,28900
46805,3,53,2017,Manual,Petrol,26753,20,60.1,1.2,10995
17212,1,0,2017,Semi-Auto,Petrol,7409,145,39.8,3.0,23995
41184,3,37,2019,Manual,Diesel,5019,145,62.8,2.0,18995
27821,2,44,2018,Manual,Diesel,14131,145,60.1,2.0,15495
36114,2,33,2016,Manual,Petrol,31309,20,60.1,1.0,9499
15515,1,0,2016,Automatic,Petrol,30900,145,47.9,2.0,15480
46221,3,78,2020,Manual,Petrol,3000,145,47.9,1.0,19000
43192,3,37,2019,Automatic,Petrol,7865,145,32.8,2.0,28620
3656,0,12,2018,Automatic,Petrol,12907,145,45.6,2.0,29991
406,0,15,2018,Semi-Auto,Diesel,12195,145,50.4,3.0,35995
54264,3,82,2019,Semi-Auto,Diesel,9023,150,47.9,2.0,28991
48515,3,53,2018,Manual,Petrol,32000,145,64.2,1.0,11495
18479,1,91,2019,Automatic,Diesel,9701,145,48.7,3.0,36750
9759,0,80,2014,Manual,Petrol,27400,265,35.8,2.0,19995
22135,2,33,2015,Manual,Petrol,13391,20,61.4,1.0,9698
3832,0,10,2019,Semi-Auto,Diesel,4500,145,50.4,2.0,24000
20394,1,0,2016,Manual,Petrol,24322,265,36.2,3.0,19989
41985,3,37,2017,Semi-Auto,Hybrid,37225,135,156.9,1.4,19495
23031,2,32,2019,Semi-Auto,Petrol,7350,145,48.7,1.0,14990
34614,2,32,2018,Manual,Petrol,27695,150,65.7,1.0,10000
17719,1,6,2017,Semi-Auto,Diesel,28338,145,56.5,3.0,35464
50694,3,81,2019,Automatic,Petrol,5900,145,30.4,2.0,28800
24377,2,33,2019,Manual,Petrol,14184,145,45.6,1.5,18000
40259,3,37,2019,Manual,Diesel,10,145,57.7,1.6,21695
42476,3,37,2019,Semi-Auto,Petrol,4247,150,37.7,2.0,24990
47293,3,53,2019,Manual,Petrol,12505,145,48.7,1.0,12856
24606,2,32,2016,Manual,Diesel,60964,0,88.3,1.5,6998
20775,1,1,2015,Automatic,Petrol,44056,30,55.4,1.5,10500
9249,0,10,2013,Manual,Diesel,38431,20,68.9,2.0,11990
18182,1,91,2016,Automatic,Diesel,63000,200,47.9,3.0,20750
3440,0,11,2018,Manual,Petrol,12956,145,53.3,1.4,21991
43200,3,37,2019,Semi-Auto,Petrol,4722,145,43.5,1.5,21864
50968,3,81,2019,Manual,Diesel,3129,145,35.3,2.0,24999
36482,2,33,2017,Automatic,Petrol,22965,125,51.4,1.0,10800
3692,0,80,2020,Semi-Auto,Petrol,4000,145,40.4,2.0,35000
39281,2,36,2017,Automatic,Diesel,28522,145,52.3,2.0,17991
15979,1,4,2020,Semi-Auto,Petrol,10,145,36.2,2.0,29450
41858,3,37,2019,Manual,Petrol,11,145,47.1,1.5,18490
45100,3,52,2015,Manual,Diesel,13148,20,68.9,2.0,15498
29055,2,33,2014,Manual,Diesel,71250,0,74.3,1.5,6936
6858,0,10,2019,Automatic,Diesel,6125,145,52.3,1.6,22897
40609,3,37,2020,Semi-Auto,Petrol,50,150,32.8,2.0,30498
14329,1,0,2019,Manual,Diesel,9010,150,72.4,1.5,16490
